<<<<<<< HEAD
battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi
-0.8547948392769421,-0.9900495037128095,0.0953052005668042,0.981177118456265,0.15908825032734747,0.9578859753157553,-1.4357667433986352,0.6875481622004737,-0.20482722080482196,-0.22756439290940172,0.5085935005072734,0.1620394077247498,1.2670572032015124,-1.479272427840854,-0.5475771855040708,-0.8649215347708576,1.279429946341662,0.5596406313378746,-1.0060181084889308,0.9860966422066364
-1.2645298352088326,1.0100505037878158,0.7082003810607219,-1.019183979313898,0.6198797067425464,-1.0439655927422493,-0.11280965351833487,-1.3933037788854497,1.6035521600075127,1.0840459408623657,-0.31610813806459825,0.635364334311817,-0.26965476385107845,-0.05367920958245564,-0.7849832923777195,-1.3241312691859664,0.7302398134149221,-1.7868609675630667,-1.0060181084889308,-1.0140993866100703
-0.7455321736951046,-0.9900495037128095,-0.14985287163076313,0.981177118456265,-0.3017032060878515,-1.0439655927422493,-0.9947810467718684,0.6875481622004737,1.6600640156578983,-0.22756439290940172,-0.9758694489220956,2.068862683404078,1.0194244012818932,0.7457964179919502,0.8768594557378216,-0.6353166675633032,-0.002013697154064573,-1.7868609675630667,0.9940178924830986,-1.0140993866100703
-0.9025972554689959,-0.9900495037128095,0.8307794171595057,-1.019183979313898,-0.7624946625030504,-1.0439655927422493,-1.3806435313202894,0.34073950535281977,1.3492488095807782,-1.10197128209058,-1.3057501043508444,-1.4089485628999447,-1.1467840342018796,0.3917034064711061,-0.7849832923777195,0.2831028012669145,1.4624933239839086,-1.7868609675630667,-1.0060181084889308,0.9860966422066364
0.8319475606426737,1.0100505037878158,0.4630423088631546,0.981177118456265,-0.9928903907106499,0.9578859753157553,1.706256345067078,0.34073950535281977,-1.3350643338125312,0.2096390516811874,-1.3057501043508444,-0.009259137135331654,-0.2210539335677887,-0.6087937745187789,0.6394533488641729,0.7423125356820234,1.6455567016261552,0.5596406313378746,0.9940178924830986,-1.0140993866100703
0.9867363368836102,1.0100505037878158,-1.253064196519815,0.981177118456265,2.0022540759881435,0.9578859753157553,-0.002563229361643179,0.6875481622004737,0.95366582002808,-1.539174726681169,1.6631757945078938,1.4332549248443018,1.4915467526052795,-0.7904508663667119,1.1142655626114704,-0.4057118003557487,1.6455567016261552,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-0.9799916435894642,-0.9900495037128095,0.9533584532582887,-1.019183979313898,-0.3017032060878515,-1.0439655927422493,0.7140385276568528,1.0343568190481278,0.5863387583005745,-1.539174726681169,-0.15116781035022395,-0.26846088264729706,0.16775270869852946,1.2050107923080449,0.6394533488641729,0.053497934059360104,0.3641130581304287,-1.7868609675630667,0.9940178924830986,0.9860966422066364
-1.4466342778452284,1.0100505037878158,1.198516525455856,0.981177118456265,-0.3017032060878515,-1.0439655927422493,0.16280640687339437,0.6875481622004737,-0.40261871558117107,-0.6647678374999909,1.0034144836503964,0.1056912021786704,-0.4501721334747262,1.4558266754686426,0.16464113511687545,-1.094526401978412,-0.36814045243855786,-1.7868609675630667,-1.0060181084889308,0.9860966422066364
0.6179748405449087,1.0100505037878158,-0.7627480521246808,0.981177118456265,-0.532098934295451,-1.0439655927422493,0.7140385276568528,1.3811654758957816,1.1232013869792363,0.2096390516811874,-1.14080977663647,0.14175405372816122,1.1582839163770067,1.2538830048356613,-0.7849832923777195,0.053497934059360104,-0.002013697154064573,-1.7868609675630667,0.9940178924830986,0.9860966422066364
0.6885403120665121,1.0100505037878158,1.5662536337522064,0.981177118456265,1.311066891365345,0.9578859753157553,-0.22305607767502658,-1.0464951220377958,0.6993624696013454,0.2096390516811874,0.838474155936022,0.34009973725036086,-0.4617437597326523,-0.9370675039495614,-0.07276497175677328,-1.094526401978412,-0.7342672077230512,0.5596406313378746,-1.0060181084889308,0.9860966422066364
-0.48148073187233076,-0.9900495037128095,-1.253064196519815,-1.019183979313898,-0.532098934295451,0.9578859753157553,1.761379557145424,1.3811654758957816,-1.052505055560604,-1.10197128209058,-0.4810484657789726,2.3731429933529067,1.1467122901190805,1.532362404521325,1.1142655626114704,1.4311271373046865,0.18104968048818207,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-1.4739499442406878,1.0100505037878158,-1.253064196519815,0.981177118456265,-0.7624946625030504,0.9578859753157553,-0.8845346226151768,1.3811654758957816,-1.4198321172881094,0.6468424962717766,1.1683548113647708,0.5564768465473059,0.8134494538908078,1.4954777158212373,-1.7346077198723144,-1.3241312691859664,-1.1003939630075446,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-0.41319156588368233,-0.9900495037128095,0.7082003810607219,-1.019183979313898,-0.07130747788025202,-1.0439655927422493,-1.490889955476981,-0.006069151494834045,0.38854726352422536,0.2096390516811874,0.5085935005072734,-0.5163929870500465,-0.45480078397789664,1.4576709099036471,-1.4972016129986656,-0.4057118003557487,0.3641130581304287,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
1.5307733592598425,1.0100505037878158,0.5856213449619383,-1.019183979313898,0.6198797067425464,0.9578859753157553,1.761379557145424,0.34073950535281977,0.6428506139509599,1.5212493854529547,-0.31610813806459825,2.591774030871695,1.6350349182035635,1.6116644852265143,-0.7849832923777195,0.5127076684744689,-0.002013697154064573,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-1.4762262497736427,1.0100505037878158,-0.3950109438283302,0.981177118456265,-0.9928903907106499,-1.0439655927422493,-0.002563229361643179,-0.3528778083424879,0.021220201796719875,0.6468424962717766,-1.4706904320652185,-0.942385420978407,-1.7184223713434308,-0.283286396740503,-0.5475771855040708,-1.3241312691859664,-0.9173305853652978,-1.7868609675630667,0.9940178924830986,-1.0140993866100703
0.42676517577669315,-0.9900495037128095,0.0953052005668042,-1.019183979313898,-0.07130747788025202,0.9578859753157553,-1.1050274709285601,0.6875481622004737,0.95366582002808,0.2096390516811874,1.0034144836503964,2.09140196562251,1.0240530517850635,-0.78122969419169,0.40204724199052416,0.7423125356820234,-1.1003939630075446,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
1.4989050817984733,1.0100505037878158,0.4630423088631546,-1.019183979313898,-0.532098934295451,0.9578859753157553,1.2101474363619655,-0.6996864651901419,0.38854726352422536,-1.10197128209058,-0.4810484657789726,-0.03405234757560661,-1.1884418887304136,-1.5788610873310913,1.1142655626114704,1.2015222700971322,-1.6495840959342845,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-0.6362695081132672,1.0100505037878158,-0.2724319077295465,0.981177118456265,-0.9928903907106499,-1.0439655927422493,0.2179296189517402,-0.3528778083424879,1.57529623218232,0.2096390516811874,0.6735338282216478,1.5053806279432835,0.18395298545962604,0.8748928284422579,1.5890777763587678,-1.094526401978412,-0.5512038300808045,0.5596406313378746,0.9940178924830986,0.9860966422066364
0.7135796729290165,1.0100505037878158,0.8307794171595057,-1.019183979313898,0.38948397853494693,0.9578859753157553,-1.0499042588502143,-1.0464951220377958,-0.48738649905674925,0.6468424962717766,-0.15116781035022395,-0.8477204356609936,-0.5219162162738682,0.25707429271578514,-0.7849832923777195,-0.8649215347708576,-0.36814045243855786,0.5596406313378746,0.9940178924830986,0.9860966422066364
0.7408953393244758,-0.9900495037128095,-0.14985287163076313,-1.019183979313898,0.15908825032734747,0.9578859753157553,-0.3333025018317183,-1.3933037788854497,-0.3178509321055929,0.6468424962717766,1.0034144836503964,-1.1903175253811566,-0.315941268882783,1.4917892469512284,0.16464113511687545,-0.6353166675633032,0.3641130581304287,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-0.34034978882912403,-0.9900495037128095,-0.14985287163076313,0.981177118456265,1.311066891365345,-1.0439655927422493,-1.6562595917120186,-1.3933037788854497,0.36029133569903266,1.0840459408623657,1.6631757945078938,-0.9784482725278979,0.36447035508327374,0.4571737289137621,-1.259795506125017,-0.1761069331481943,0.3641130581304287,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
0.5246463136937559,-0.9900495037128095,-1.253064196519815,-1.019183979313898,-0.3017032060878515,0.9578859753157553,1.430640284675349,-0.006069151494834045,0.2755235522234544,1.0840459408623657,-0.31610813806459825,2.37539692157475,1.385087791032359,-0.5101272322460437,1.1142655626114704,2.3495466061349046,-1.6495840959342845,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-1.5604495544929757,-0.9900495037128095,1.0759374893570723,0.981177118456265,-0.7624946625030504,0.9578859753157553,-1.3255203192419436,-0.006069151494834045,-0.5438983547071348,1.0840459408623657,-1.14080977663647,-0.7215004552377757,-0.8088925474704364,-0.8485442510693504,-0.310171078630422,-0.4057118003557487,-0.5512038300808045,0.5596406313378746,0.9940178924830986,0.9860966422066364
0.17181895608573905,-0.9900495037128095,1.6888326698509901,0.981177118456265,0.8502754349501459,0.9578859753157553,0.49354567934346943,-1.3933037788854497,0.4168031913494181,-0.22756439290940172,0.34365317279289903,-1.1993332382685293,-1.5610482542356352,-1.381528002785621,-0.5475771855040708,-0.4057118003557487,-1.2834573406497911,0.5596406313378746,0.9940178924830986,0.9860966422066364
-0.49058595400415056,1.0100505037878158,0.9533584532582887,0.981177118456265,0.15908825032734747,0.9578859753157553,-0.11280965351833487,-1.0464951220377958,-1.7023913955400367,1.5212493854529547,-0.4810484657789726,-1.4427574862275925,1.1397693143643248,-0.03523686523241167,-0.5475771855040708,-1.3241312691859664,1.4624933239839086,0.5596406313378746,0.9940178924830986,0.9860966422066364
1.250787778706384,1.0100505037878158,-1.253064196519815,0.981177118456265,2.4630455324033425,0.9578859753157553,-1.6562595917120186,-0.6996864651901419,0.2755235522234544,0.6468424962717766,1.6631757945078938,-0.39017300662682863,-0.41314292944936254,0.4894478315263391,-0.07276497175677328,-0.8649215347708576,-1.2834573406497911,0.5596406313378746,-1.0060181084889308,0.9860966422066364
-0.1878373181211426,1.0100505037878158,-0.3950109438283302,0.981177118456265,-0.9928903907106499,0.9578859753157553,0.9896545880485821,1.0343568190481278,0.5298269026501891,-1.10197128209058,-1.635630759779593,-0.7282622399033052,-1.630478011783192,-1.525378288715964,-1.259795506125017,-1.3241312691859664,0.7302398134149221,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-0.9663338103917345,1.0100505037878158,-0.5175899799271135,0.981177118456265,-0.532098934295451,-1.0439655927422493,0.49354567934346943,1.0343568190481278,1.038433603503658,-1.10197128209058,0.013772517364150388,1.0072624909159413,0.3575273793285181,-0.1661775101177238,0.8768594557378216,0.053497934059360104,0.18104968048818207,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
0.4495282311062426,-0.9900495037128095,1.198516525455856,0.981177118456265,-0.9928903907106499,0.9578859753157553,0.5486688914218153,1.3811654758957816,-0.45913057123155654,1.5212493854529547,-1.4706904320652185,2.6616458057488335,1.3526872375101657,0.5641393261440171,-0.07276497175677328,-0.1761069331481943,1.4624933239839086,0.5596406313378746,0.9940178924830986,-1.0140993866100703
0.4859491196335218,1.0100505037878158,-1.253064196519815,0.981177118456265,-0.7624946625030504,0.9578859753157553,-0.38842571391006414,1.3811654758957816,-0.48738649905674925,0.6468424962717766,0.17871284507852472,-1.3593621420193949,-0.4895156627516751,0.5023574725713699,-0.07276497175677328,0.9719174028895778,0.3641130581304287,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
1.3099717225632126,-0.9900495037128095,-0.14985287163076313,0.981177118456265,-0.7624946625030504,0.9578859753157553,-1.2703971071635978,-0.3528778083424879,0.021220201796719875,-1.10197128209058,-1.3057501043508444,0.24994260837663373,-1.0773542766543227,1.3202754444958196,1.351671669485119,1.4311271373046865,0.9133031910571687,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
0.9480391428233761,1.0100505037878158,-1.253064196519815,0.981177118456265,0.38948397853494693,0.9578859753157553,-1.546013167555327,-1.3933037788854497,-0.9959931999102184,-0.6647678374999909,0.34365317279289903,-0.04306806046297931,0.2232965147365749,-1.3381884935630177,-0.5475771855040708,-0.6353166675633032,0.18104968048818207,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-0.39042851055413286,1.0100505037878158,0.21788423666558757,0.981177118456265,-0.9928903907106499,-1.0439655927422493,1.430640284675349,-0.006069151494834045,-0.1483153651544365,1.0840459408623657,-1.635630759779593,-1.2759667978111973,-1.3203584280707716,-1.3077586253854452,-0.07276497175677328,0.7423125356820234,0.9133031910571687,-1.7868609675630667,0.9940178924830986,-1.0140993866100703
-0.7614663124257892,-0.9900495037128095,1.4436745976534233,0.981177118456265,-0.07130747788025202,-1.0439655927422493,-0.7191649863801393,0.34073950535281977,0.19075576874787625,0.6468424962717766,-0.4810484657789726,1.0117703473596278,0.5658166519711886,-1.456219497403299,1.5890777763587678,2.8087563405500133,0.9133031910571687,-1.7868609675630667,-1.0060181084889308,-1.0140993866100703
-0.10361401340180955,1.0100505037878158,1.8114117059497739,-1.019183979313898,1.311066891365345,-1.0439655927422493,1.3203938605186571,-0.3528778083424879,1.57529623218232,-0.6647678374999909,1.1683548113647708,0.0651204941854932,-0.8968369070306751,0.24877523775826535,1.5890777763587678,1.2015222700971322,0.5471764357726754,0.5596406313378746,0.9940178924830986,-1.0140993866100703
-0.7136638962337354,1.0100505037878158,0.7082003810607219,-1.019183979313898,1.0806711631577455,-1.0439655927422493,1.3203938605186571,-1.0464951220377958,1.57529623218232,-1.539174726681169,0.6735338282216478,1.3904302886292814,0.621360458009234,0.3151676774184236,-1.0223893992513682,-1.3241312691859664,-1.1003939630075446,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
-1.512647138300922,1.0100505037878158,0.5856213449619383,0.981177118456265,-0.9928903907106499,0.9578859753157553,-0.3333025018317183,-0.006069151494834045,-0.6286661381827129,0.6468424962717766,-1.3057501043508444,-0.5930265465927146,0.26032571876193855,-0.7572546465366328,-1.0223893992513682,-0.4057118003557487,-1.6495840959342845,0.5596406313378746,-1.0060181084889308,0.9860966422066364
0.03524062410844223,1.0100505037878158,-0.3950109438283302,-1.019183979313898,-0.532098934295451,0.9578859753157553,-0.2781792897533724,-1.0464951220377958,-0.17657129297962923,-1.10197128209058,0.013772517364150388,1.4490324223972042,0.27884032077462034,-1.2054036142427011,0.40204724199052416,-1.094526401978412,0.9133031910571687,0.5596406313378746,0.9940178924830986,0.9860966422066364
-0.42229678801550213,-0.9900495037128095,1.6888326698509901,-1.019183979313898,0.6198797067425464,-1.0439655927422493,0.5486688914218153,1.3811654758957816,-0.40261871558117107,0.6468424962717766,1.1683548113647708,-0.509631202384517,0.021950217848660147,-0.7240584267065537,1.1142655626114704,-1.3241312691859664,0.5471764357726754,-1.7868609675630667,-1.0060181084889308,0.9860966422066364
-1.6606069979429934,1.0100505037878158,-1.1304851604210315,0.981177118456265,-0.532098934295451,0.9578859753157553,-1.2703971071635978,-1.3933037788854497,-1.3350643338125312,0.2096390516811874,0.838474155936022,1.1086892608988843,-0.06367981645999325,-1.4857272483633694,1.5890777763587678,0.9719174028895778,0.18104968048818207,0.5596406313378746,-1.0060181084889308,-1.0140993866100703
1.378260888551861,1.0100505037878158,0.9533584532582887,0.981177118456265,-0.7624946625030504,-1.0439655927422493,1.044777800126928,0.6875481622004737,0.5015709748249962,1.5212493854529547,-1.14080977663647,-0.2526833850943948,-0.855179052502141,-0.3690432979682074,-1.7346077198723144,-1.094526401978412,0.5471764357726754,-1.7868609675630667,0.9940178924830986,0.9860966422066364
-0.5952960085200781,1.0100505037878158,1.5662536337522064,0.981177118456265,-0.532098934295451,-1.0439655927422493,0.16280640687339437,0.34073950535281977,0.6993624696013454,-1.10197128209058,0.838474155936022,1.931373061871644,1.4128596940513816,1.4659699648611668,1.5890777763587678,-0.6353166675633032,-0.18507707479631122,-1.7868609675630667,0.9940178924830986,0.9860966422066364
